,Кол-во генов в кластере,Z_max,Z_mean,Кол-во родов в кластере,Имя гена в кластере,Кол-во участков с Z-DNA в промоутере
589,34,9492.083,1733.0905999999998,33,MULTISPECIES: imidazole glycerol phosphate synthase subunit HisF [Aeromonas],14
590,34,27872.66,8003.996816666667,34,histidinol dehydrogenase [Vibrio furnissii],6
591,34,3428.529,1384.4266769230771,34,pyridoxamine 5'-phosphate oxidase [Vibrio cholerae],13
592,34,28780.5,3134.515176923077,34,YchJ family protein [Vibrio cholerae],13
593,34,48804.94,5061.594676923078,33,MULTISPECIES: 3-isopropylmalate dehydratase small subunit [Serratia],13
594,34,3661.11,1579.1730571428573,32,MULTISPECIES: 30S ribosome-binding factor RbfA [Enterobacterales],7
595,34,2752.447,1523.4613333333334,31,MULTISPECIES: phosphate signaling complex protein PhoU [Serratia],6
596,34,37878.25,8244.250457142856,34,MULTISPECIES: bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase [Vibrio],7
597,34,8323.257,2287.37245,32,MULTISPECIES: nitrogen regulation protein NR(II) [Serratia],8
598,34,3428.529,1079.4468076923076,34,MULTISPECIES: YigZ family protein [Vibrio],13
599,34,1737.612,920.3516666666668,34,MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate reductase [Vibrio],6
600,34,211093.9,16307.369355555556,34,MULTISPECIES: 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase [Vibrio],18
601,34,2752.447,1241.6519600000001,33,MULTISPECIES: phosphoenolpyruvate carboxylase [Serratia],5
602,34,68804.91,17951.1938,34,MULTISPECIES: bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB [Vibrio],4
603,34,3051.765,1613.0415333333333,30,MULTISPECIES: peptidylprolyl isomerase [Aeromonas],3
604,34,1737.612,962.8300285714286,34,quinolinate synthase NadA [Vibrio furnissii],7
605,34,883.5764,824.56172,34,MULTISPECIES: dihydroneopterin aldolase [Acinetobacter],5
606,34,211093.9,25125.56091111111,34,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF [Vibrio furnissii],9
607,34,16271.57,3756.088254545454,34,anthranilate phosphoribosyltransferase [Vibrio furnissii],11
608,34,28780.5,3962.7036000000003,34,MULTISPECIES: argininosuccinate lyase [Vibrio],11
609,34,2752.447,1320.7315666666666,34,L-aspartate oxidase [Vibrio furnissii],3
610,34,6750.528,2153.7399937500004,33,MULTISPECIES: outer membrane protein OmpW [Serratia],16
611,34,883.5764,883.5764,31,MULTISPECIES: outer membrane protein assembly factor BamE [Serratia],1
612,34,65884.11,14458.291699999996,34,MULTISPECIES: ketol-acid reductoisomerase [Proteobacteria],15
613,34,883.5764,851.6603444444445,32,MULTISPECIES: ATP phosphoribosyltransferase [Kosakonia],9
614,34,138924.1,23754.705421052633,34,two-component sensor histidine kinase BarA [Vibrio cholerae],19
615,34,8922.646,1424.2776642857145,34,3-phosphoshikimate 1-carboxyvinyltransferase [Vibrio cholerae],14
616,34,17253.57,4620.9130000000005,34,exodeoxyribonuclease VII large subunit [Acinetobacter bouvetii],6
617,34,8485.756,3327.9473749999997,33,MULTISPECIES: NfeD family protein [Kosakonia],4
618,34,2608.349,1173.9622727272726,34,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA [Vibrio furnissii],11
619,34,674.1187,674.1187,32,MULTISPECIES: bacterioferritin-associated ferredoxin [Bacteria],1
620,34,10616.46,3137.0302125,34,autotransporter assembly complex protein TamA [Acinetobacter bouvetii],8
621,34,4750.184,1710.7255285714289,34,DNA polymerase III subunit gamma/tau [Vibrio furnissii],7
622,34,37878.25,3377.676119047619,34,malonyl-ACP O-methyltransferase BioC [Vibrio furnissii],21
623,34,6680.689,1625.6257818181818,33,MULTISPECIES: ribonucleotide-diphosphate reductase subunit beta [Enterobacterales],11
624,34,2183.574,1046.0761,34,SCP2 domain-containing protein [Vibrio furnissii],8
625,34,13713.99,2386.5884545454546,34,PilN domain-containing protein [Vibrio cholerae],11
641,33,2752.447,1440.031,33,MULTISPECIES: amino-acid N-acetyltransferase [Vibrio],3
642,33,13713.99,3785.1437625000003,32,"MULTISPECIES: threonine ammonia-lyase, biosynthetic [Serratia]",16
643,33,13713.99,4812.114105263157,25,MULTISPECIES: two-component system response regulator OmpR [Enterobacterales],19
644,33,17253.57,4816.308416666666,32,MULTISPECIES: threonylcarbamoyl-AMP synthase [Enterobacteriaceae],12
645,33,12351.13,4258.877725,33,MULTISPECIES: aspartate-semialdehyde dehydrogenase [Vibrio],8
646,33,16739.64,2589.253190909091,33,glutamate synthase large subunit [Vibrio cholerae],11
647,33,3428.529,2408.6691,33,orotidine-5'-phosphate decarboxylase [Vibrio cholerae],10
648,33,8323.257,2381.5147222222226,26,MULTISPECIES: RNA polymerase-binding protein DksA [Enterobacteriaceae],9
649,33,2752.447,1215.78302,33,3-deoxy-7-phosphoheptulonate synthase [Vibrio cholerae],5
650,33,3428.529,1956.3826,33,MULTISPECIES: acetolactate synthase 3 large subunit [Proteobacteria],4
651,33,2779.551,1301.605975,33,glutamate--cysteine ligase [Vibrio cholerae],8
652,33,198956.2,24677.479911111113,33,MULTISPECIES: protease SohB [Vibrio],9
653,33,6680.689,1595.1440083333334,33,MULTISPECIES: acetyl-CoA C-acyltransferase FadA [Vibrio],24
654,33,50885.97,16529.79655,33,UDP-N-acetylmuramate dehydrogenase [Vibrio furnissii],4
655,33,13713.99,6859.812107692308,33,YchF/TatD family DNA exonuclease [Vibrio cholerae],13
656,33,,,13,MULTISPECIES: 50S ribosomal protein L36 [Bacteria],0
657,33,3428.529,2528.5418785714287,29,MULTISPECIES: acetolactate synthase small subunit [Kosakonia],14
658,33,211093.9,23245.88476923077,34,YifB family Mg chelatase-like AAA ATPase [Vibrio furnissii],13
659,33,1202.592,984.2449,33,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC [Vibrio furnissii],10
660,33,28780.5,5832.813219999999,32,MULTISPECIES: glutamate synthase small subunit [Kosakonia],10
661,33,7973.084,2912.5892400000002,33,MULTISPECIES: DNA polymerase IV [Acinetobacter],10
662,33,38833.58,9609.284163636365,33,tRNA adenosine(34) deaminase TadA [Vibrio cholerae],11
663,33,3855.439,2410.54404,33,MULTISPECIES: type 2 GTP cyclohydrolase I [Serratia],10
664,33,3428.529,1063.9705999999999,32,MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide mutase [Serratia],12
665,33,8575.808,2712.84065,32,MULTISPECIES: HTH-type transcriptional regulator MetR [Kosakonia],4
666,33,13939.35,5163.846333333334,33,MULTISPECIES: lipid A ABC transporter ATP-binding protein/permease MsbA [Kosakonia],3
667,33,2943.461,1281.99136,30,MULTISPECIES: cysteine desulfurase [Serratia],10
668,33,3428.529,1316.8164000000002,29,MULTISPECIES: kinase/pyrophosphorylase [Aeromonas],5
669,33,783.823,673.9151999999999,33,fatty acid oxidation complex subunit alpha FadB [Vibrio cholerae],2
670,33,1515.735,956.0030599999998,31,MULTISPECIES: YcgN family cysteine cluster protein [Kosakonia],5
671,33,138924.1,21141.116199999997,33,MULTISPECIES: small ribosomal subunit biogenesis GTPase RsgA [Vibrio],7
672,33,3428.529,2029.824033333333,32,MULTISPECIES: glutamate 5-kinase [Serratia],9
673,33,2945.877,1496.7077125,32,MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase [Kosakonia],8
674,33,28780.5,5490.242633333332,33,RNA polymerase-associated protein RapA [Vibrio furnissii],12
675,33,1512.188,986.9090571428571,33,glycerol kinase GlpK [Vibrio cholerae],7
676,33,2943.461,1257.4429666666667,33,tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE [Vibrio cholerae],15
677,33,,,31,MULTISPECIES: DNA gyrase inhibitor YacG [Aeromonas],0
678,33,48804.94,5179.854783333334,30,MULTISPECIES: YaiI/YqxD family protein [Serratia],12
679,33,2962.843,1112.0790555555554,33,peroxide stress protein YaaA [Acinetobacter bouvetii],9
680,33,29467.88,7360.22408,33,MULTISPECIES: glutamate-5-semialdehyde dehydrogenase [Vibrio],10
681,33,980.8116,932.194,31,MULTISPECIES: phosphatidylglycerophosphatase A [Serratia],4
682,33,38833.58,3563.052242857143,33,4-phosphoerythronate dehydrogenase [Vibrio furnissii],14
683,33,302785.5,22876.051207142857,33,MULTISPECIES: class II fumarate hydratase [Vibrio],14
684,33,27872.66,8865.5025625,33,MULTISPECIES: Cys-tRNA(Pro) deacylase [Vibrio],8
685,33,2183.574,1082.5015555555556,31,MULTISPECIES: peptidoglycan glycosyltransferase FtsI [Serratia],9
686,33,980.8116,858.4042833333333,33,S-formylglutathione hydrolase [Vibrio furnissii],6
687,33,1430.8,1006.6724333333335,32,MULTISPECIES: OsmC family protein [Serratia],3
688,33,766.6232,742.72624,30,MULTISPECIES: succinate dehydrogenase membrane anchor subunit [Serratia],5
689,33,1301.77,1033.4251,32,MULTISPECIES: glutamate racemase [Serratia],4
690,33,3858.662,1709.9225999999999,33,MULTISPECIES: oxygen-independent coproporphyrinogen III oxidase [Vibrio],4
691,33,94590.41,13905.464909523811,31,MULTISPECIES: DUF423 domain-containing protein [Serratia],21
692,33,10894.72,2372.3775636363634,32,MULTISPECIES: outer membrane-stress sensor serine endopeptidase DegS [Kosakonia],11
693,33,2943.461,1297.4147375,33,MULTISPECIES: zinc ABC transporter permease subunit ZnuB [Vibrio],8
694,33,8922.646,2389.1103,34,5-(carboxyamino)imidazole ribonucleotide synthase [Vibrio cholerae],8
695,33,8922.646,3335.5710333333336,33,MULTISPECIES: bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA [Vibrio],9
696,33,1202.592,943.57785,32,MULTISPECIES: rod shape-determining protein MreC [Kosakonia],4
697,33,13713.99,2430.6824875,31,MULTISPECIES: sulfurtransferase TusA [Serratia],8
698,33,2752.447,1220.3067833333334,33,polyphosphate kinase 1 [Vibrio cholerae],12
699,33,13713.99,2467.4595705882352,31,MULTISPECIES: serine O-acetyltransferase [Serratia],17
700,33,1264.189,1010.4472666666667,33,MULTISPECIES: septation protein A [Vibrio],3
701,33,8323.257,6109.023999999999,32,MULTISPECIES: type I DNA topoisomerase [Serratia],8
702,33,13713.99,2716.6126000000004,33,sulfurtransferase complex subunit TusD [Vibrio cholerae],9
703,33,8485.756,1515.3229636363635,33,MULTISPECIES: LysR family transcriptional regulator [Vibrio],11
704,33,2997.09,1887.05535,33,type IV pilus secretin PilQ family protein [Vibrio cholerae],8
705,33,65884.11,17339.6033,33,phosphoserine phosphatase [Vibrio cholerae],4
706,33,783.823,783.823,31,MULTISPECIES: thiol:disulfide interchange protein DsbA [Serratia],1
707,33,883.5764,822.8250333333332,33,class I SAM-dependent methyltransferase [Vibrio cholerae],3
708,33,10616.46,2822.51588,33,DNA mismatch repair endonuclease MutL [Vibrio furnissii],5
709,33,10894.72,2870.670627777778,32,MULTISPECIES: YggT family protein [Kosakonia],18
710,33,1820.585,1625.6925,33,MULTISPECIES: esterase YqiA [Vibrio],2
711,33,28780.5,8581.185000000001,33,aminodeoxychorismate lyase [Vibrio cholerae],8
712,33,2752.447,1866.6293,33,MULTISPECIES: diaminopimelate decarboxylase [Vibrio],2
713,33,1430.8,1115.16536,33,MULTISPECIES: carbon-nitrogen hydrolase family protein [Vibrio],5
714,33,908.3955,779.65765,33,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC [Vibrio furnissii],2
715,33,2752.447,1363.2036,33,MULTISPECIES: ribonucleoside-diphosphate reductase subunit alpha [Vibrio],4
716,33,13713.99,6647.8861799999995,32,MULTISPECIES: divisome-associated lipoprotein YraP [Serratia],10
717,33,,,28,MULTISPECIES: DUF1315 family protein [Serratia],0
718,33,3428.529,1598.9389,32,MULTISPECIES: phosphoadenylyl-sulfate reductase [Serratia],4
719,33,13713.99,7572.448171428572,33,MULTISPECIES: glycerophosphoryl diester phosphodiesterase [Vibrio],14
720,33,2264.006,1623.714125,34,MULTISPECIES: superoxide dismutase [Fe] [Vibrio],4
721,33,13713.99,3432.271739999999,31,MULTISPECIES: phosphohistidine phosphatase SixA [Serratia],5
722,33,8323.257,4406.8996,27,MULTISPECIES: DUF493 family protein YbeD [Enterobacterales],7
723,33,13713.99,3085.09884,29,MULTISPECIES: membrane protein insertion efficiency factor YidD [Serratia],10
724,33,2752.447,1150.5579142857143,32,MULTISPECIES: RnfH family protein [Serratia],7
725,33,3993.322,2219.8525600000003,33,chorismate lyase [Vibrio cholerae],10
726,33,980.8116,914.6980636363637,29,MULTISPECIES: colicin V production protein [Serratia],11
727,33,3428.529,1416.3147111111111,33,NAD(P)H-binding protein [Vibrio cholerae],9
728,33,1228.72,890.2751333333334,33,MULTISPECIES: methylisocitrate lyase [Vibrio],6
729,33,3428.529,1339.360375,33,23S rRNA (guanine(745)-N(1))-methyltransferase [Vibrio cholerae],8
737,32,13713.99,4237.661160000001,32,"MULTISPECIES: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [Vibrio]",5
738,32,3428.529,1131.3756,32,tRNA dihydrouridine(16) synthase DusC [Vibrio cholerae],17
739,32,3428.529,1791.51935,29,MULTISPECIES: ribonuclease G [Kosakonia],8
740,32,3428.529,1442.9095066666666,31,MULTISPECIES: tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA [Serratia],15
741,32,2943.461,1611.29930625,32,porphobilinogen synthase [Vibrio furnissii],16
742,32,28780.5,7085.545079999999,32,MULTISPECIES: peptide-methionine (R)-S-oxide reductase MsrB [Vibrio],5
743,32,2752.447,1731.9461199999998,29,MULTISPECIES: thioredoxin TrxC [Serratia],5
744,32,13713.99,1943.34776875,32,MULTISPECIES: phosphoglycolate phosphatase [Vibrio],16
745,32,941334.2,84342.42294615385,32,TatD family hydrolase [Acinetobacter bouvetii],13
746,32,13713.99,3413.90648,30,MULTISPECIES: class 1 fructose-bisphosphatase [Serratia],5
747,32,4876.735,1592.2241636363635,32,MULTISPECIES: PHP domain-containing protein [Vibrio],11
748,32,198956.2,24339.140700000004,32,MULTISPECIES: alanine racemase [Vibrio],9
749,32,974.177,789.5731428571428,33,"3',5'-cyclic-AMP phosphodiesterase [Vibrio cholerae]",7
750,32,1323.054,826.4888666666666,28,MULTISPECIES: iron-sulfur cluster assembly protein IscA [Serratia],12
751,32,38833.58,3610.6698857142865,32,MULTISPECIES: NAD-dependent protein deacylase [Vibrio],14
752,32,3051.765,1407.3452222222222,33,5'/3'-nucleotidase SurE [Vibrio furnissii],9
753,32,13713.99,3977.3784363636364,33,MULTISPECIES: anthranilate synthase component 1 [Vibrio],11
754,32,6565.992,1724.8659058823528,32,8-amino-7-oxononanoate synthase [Vibrio furnissii],17
755,32,28780.5,4276.093177777778,32,MULTISPECIES: CoA pyrophosphatase [Vibrio],9
756,32,13713.99,5047.0765125,31,MULTISPECIES: 23S rRNA pseudouridine(2605) synthase RluB [Aeromonas],16
757,32,3428.529,1072.0109153846154,31,MULTISPECIES: CidB/LrgB family autolysis modulator [Kosakonia],13
758,32,138924.1,15616.424225,32,MULTISPECIES: magnesium transporter [Vibrio],12
759,32,3591.704,2160.64465,28,MULTISPECIES: YheV family putative metal-binding protein [Serratia],8
760,32,28780.5,4219.443041666666,33,MULTISPECIES: DNA endonuclease SmrA [Vibrio],12
761,32,883.5764,755.0301,30,MULTISPECIES: membrane protein FxsA [Serratia],4
762,32,13713.99,3038.184533333333,32,MULTISPECIES: SlyX family protein [Vibrio],6
763,32,6910.52,2946.6762933333334,32,MULTISPECIES: envelope stress response membrane protein PspC [Vibrio],15
772,31,1356.212,949.9899666666666,31,MULTISPECIES: protease HtpX [Serratia],6
773,31,908.3955,718.7649,23,MULTISPECIES: carbon storage regulator CsrA [Enterobacterales],2
774,31,13713.99,2848.335457142857,30,"MULTISPECIES: 1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD [Kosakonia]",7
775,31,27872.66,3567.907416666667,30,MULTISPECIES: LLM class flavin-dependent oxidoreductase [Kosakonia],12
776,31,9721.919,2307.3956454545455,31,MULTISPECIES: TIGR01777 family oxidoreductase [Vibrio],11
777,31,94590.41,12737.262475000003,31,monofunctional biosynthetic peptidoglycan transglycosylase [Vibrio furnissii],16
778,31,3661.11,1099.805490909091,29,MULTISPECIES: bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE [Kosakonia],11
779,31,10894.72,2731.7110857142857,31,patatin-like phospholipase family protein [Acinetobacter bouvetii],7
780,31,3428.529,2377.468542857143,28,MULTISPECIES: HTH-type transcriptional repressor FabR [Serratia],7
781,31,13713.99,3421.6545888888886,30,MULTISPECIES: glycine cleavage system aminomethyltransferase GcvT [Serratia],9
782,31,3858.662,1161.23413,32,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase [Vibrio furnissii],10
783,31,8485.756,2707.51525,31,pimeloyl-ACP methyl ester esterase BioH [Vibrio cholerae],4
797,30,13713.99,2687.482305882353,23,MULTISPECIES: 30S ribosomal protein S3 [Gammaproteobacteria],17
798,30,1038.827,1038.827,29,MULTISPECIES: adenylosuccinate synthase [Enterobacteriaceae],1
799,30,980.8116,913.919825,31,EF-P beta-lysylation protein EpmB [Vibrio furnissii],4
800,30,980.8116,891.7570000000001,25,MULTISPECIES: ISC system 2Fe-2S type ferredoxin [Serratia],11
801,30,138924.1,46912.27183333334,28,MULTISPECIES: beta-ketoacyl-ACP synthase II [Kosakonia],3
802,30,2752.447,1759.5351,29,MULTISPECIES: Fe-S protein assembly chaperone HscA [Kosakonia],4
803,30,3428.529,1013.3384090909091,29,MULTISPECIES: phosphate acetyltransferase [Serratia],11
804,30,2802.356,1170.7722250000002,26,MULTISPECIES: Fe-S cluster assembly scaffold IscU [Aeromonas],8
805,30,2962.843,2962.843,29,MULTISPECIES: NAD-dependent malic enzyme [Serratia],1
806,30,6017.919,1177.3859541666668,27,MULTISPECIES: dUTP diphosphatase [Serratia],24
807,30,8323.257,2117.9997375,28,MULTISPECIES: class II glutamine amidotransferase [Serratia],8
808,30,38833.58,8818.972000000002,30,M3 family metallopeptidase [Acinetobacter bouvetii],5
809,30,38833.58,19669.7266,31,gamma carbonic anhydrase family protein [Vibrio furnissii],2
810,30,1090.564,966.268325,29,MULTISPECIES: ABC transporter ATP-binding protein [Serratia],4
811,30,65884.11,9975.021874999999,30,MULTISPECIES: hemolysin III family protein [Kosakonia],8
812,30,16739.64,3477.1048285714287,30,tRNA pseudouridine(13) synthase TruD [Vibrio furnissii],7
813,30,1994.814,1179.3920857142857,29,MULTISPECIES: tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO [Serratia],7
814,30,3661.11,1548.17725,29,MULTISPECIES: large-conductance mechanosensitive channel protein MscL [Kosakonia],4
815,30,3713.33,986.5974666666667,24,MULTISPECIES: cAMP-activated global transcriptional regulator CRP [Enterobacterales],12
816,30,980.8116,816.10285,31,Maf-like protein [Vibrio cholerae],2
817,30,27872.66,7698.183875,28,MULTISPECIES: transcription elongation factor GreB [Aeromonas],8
818,30,980.8116,868.652,31,pirin family protein [Vibrio furnissii],5
819,30,2091.083,1318.9692,29,MULTISPECIES: TusE/DsrC/DsvC family sulfur relay protein [Aeromonas],2
820,30,2752.447,1663.9229666666665,28,MULTISPECIES: adenine phosphoribosyltransferase [Enterobacteriaceae],9
821,30,3428.529,1635.445966666667,30,MULTISPECIES: MGMT family protein [Kosakonia],6
822,30,2442.459,1197.0400249999998,30,molybdopterin molybdotransferase MoeA [Vibrio furnissii],8
823,30,2264.006,1126.8423,31,VacJ family lipoprotein [Vibrio cholerae],9
824,30,10272.33,1894.95573125,30,dethiobiotin synthase [Acinetobacter bouvetii],16
825,30,38833.58,12869.784899999999,28,MULTISPECIES: exodeoxyribonuclease III [Serratia],15
826,30,32704.39,6860.324075,26,MULTISPECIES: PTS phosphocarrier protein NPr [Enterobacterales],24
827,30,3403.051,1339.5468166666665,30,co-chaperone HscB [Vibrio cholerae],6
828,30,48804.94,9870.286371428572,30,TonB-dependent receptor [Vibrio cholerae],7
829,30,29467.88,7806.373833333334,27,MULTISPECIES: DnaA inactivator Hda [Serratia],6
830,30,2752.447,1209.64975,29,MULTISPECIES: YceI family protein [Kosakonia],8
831,30,980.8116,931.56445,30,exonuclease SbcCD subunit D [Vibrio furnissii],4
832,30,,,30,MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase [Vibrio],0
833,30,10272.33,3284.9434249999995,31,MULTISPECIES: high frequency lysogenization protein HflD [Vibrio],4
834,30,5351.021,3715.8576,31,MULTISPECIES: MBL fold metallo-hydrolase [Vibrio],8
835,30,980.8116,882.3172999999999,31,MULTISPECIES: A24 family peptidase [Vibrio],2
836,30,13713.99,3081.0625499999996,28,MULTISPECIES: phosphate ABC transporter permease PstC [Serratia],8
837,30,29467.88,7282.78608,31,16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC [Vibrio cholerae],5
838,30,2752.447,2752.447,30,MULTISPECIES: asparaginase [Vibrio],1
839,30,16271.57,2417.391909090909,31,MFS transporter [Vibrio furnissii],11
840,30,138924.1,13994.554663636365,30,hydrolase [Vibrio cholerae],11
841,30,3403.051,1076.37755,30,nicotinate phosphoribosyltransferase [Vibrio furnissii],10
842,30,3428.529,2045.0264000000002,29,MULTISPECIES: accessory factor UbiK family protein [Serratia],8
843,30,65884.11,12727.768438461539,27,MULTISPECIES: cell division protein FtsL [Aeromonas],13
844,30,883.5764,843.0862999999999,30,MULTISPECIES: type IV pilus biogenesis/stability protein PilW [Vibrio],3
845,30,2962.843,1114.8614888888887,31,MULTISPECIES: Sec-independent protein translocase protein TatB [Vibrio],9
846,30,3993.322,2089.0558,31,phospholipid-binding protein MlaC [Vibrio cholerae],3
847,30,3428.529,1440.09926,30,SMC family ATPase [Vibrio furnissii],10
848,30,5485.32,3049.648866666667,31,Rne/Rng family ribonuclease [Acinetobacter bouvetii],3
849,30,3104.952,1187.5744285714286,30,MULTISPECIES: cell division protein CpoB [Serratia],7
864,29,1202.592,975.55226,30,beta-N-acetylhexosaminidase [Vibrio furnissii],5
865,29,908.3955,818.7764125,29,MULTISPECIES: YajQ family cyclic di-GMP-binding protein [Serratia],8
866,29,3428.529,1530.69045,27,MULTISPECIES: inorganic diphosphatase [Serratia],4
867,29,18247.98,7666.824999999999,27,MULTISPECIES: cytochrome o ubiquinol oxidase subunit III [Serratia],9
868,29,1627.701,1105.56475,29,MULTISPECIES: serine/threonine transporter SstT [Vibrio],2
869,29,3428.529,2815.1432000000004,28,MULTISPECIES: cytochrome o ubiquinol oxidase subunit I [Serratia],9
870,29,13713.99,2145.7239416666666,30,formate-dependent phosphoribosylglycinamide formyltransferase [Vibrio furnissii],12
871,29,8485.756,3431.0705499999995,29,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Serratia],4
872,29,49376.54,8413.364831578947,29,MULTISPECIES: elongation factor P--(R)-beta-lysine ligase [Serratia],19
873,29,3428.529,1718.986375,27,MULTISPECIES: type B 50S ribosomal protein L31 [Serratia],4
874,29,904.32,744.6450833333333,28,MULTISPECIES: cytochrome o ubiquinol oxidase subunit II [Serratia],6
875,29,28780.5,4336.582423529411,28,MULTISPECIES: aminoacyl-tRNA hydrolase [Serratia],17
876,29,1733.503,973.3169142857142,29,HAD-IB family hydrolase [Vibrio cholerae],7
877,29,8636.407,2427.2411384615384,26,MULTISPECIES: peptidylprolyl isomerase PpiC [Serratia],13
878,29,13713.99,4379.0381307692305,30,DNA-3-methyladenine glycosylase I [Vibrio cholerae],13
879,29,2779.551,1513.395581818182,29,MULTISPECIES: response regulator transcription factor BfmR [Proteobacteria],11
880,29,883.5764,820.8664,28,MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase [Bacteria],6
881,29,961.0532,896.4892,27,MULTISPECIES: DNA-binding transcriptional regulator OxyR [Serratia],6
882,29,29467.88,4615.413437499999,28,MULTISPECIES: lipoprotein-releasing ABC transporter permease subunit LolC [Serratia],16
883,29,2524.967,1337.3354857142858,29,MULTISPECIES: deoxyguanosinetriphosphate triphosphohydrolase [Acinetobacter],7
884,29,3061.82,1561.7821333333334,30,MULTISPECIES: outer membrane channel protein TolC [Vibrio],3
885,29,1726.678,983.4143000000001,29,MULTISPECIES: GSH-dependent disulfide bond oxidoreductase [Serratia],8
886,29,50885.97,19975.481466666668,29,D-amino acid dehydrogenase [Vibrio furnissii],3
887,29,3428.529,1918.32075,29,MULTISPECIES: multidrug efflux RND transporter AdeIJK outer membrane channel subunit AdeK [Acinetobacter],6
888,29,3428.529,1679.1506,29,MULTISPECIES: MFS transporter [Vibrio],6
889,29,8485.756,2537.2782363636366,29,MULTISPECIES: sensor histidine kinase BfmS [Acinetobacter],11
890,29,27872.66,6476.36312,29,MULTISPECIES: lysine exporter LysO family protein [Vibrio],5
891,29,3039.246,990.9984375,27,MULTISPECIES: lactoylglutathione lyase [Serratia],8
892,29,13713.99,3295.759722222222,30,recombination regulator RecX [Vibrio furnissii],9
893,29,783.823,717.3714,27,MULTISPECIES: cytochrome o ubiquinol oxidase subunit IV [Serratia],2
894,29,13713.99,3153.562157142857,27,MULTISPECIES: dCTP deaminase [Kosakonia],7
895,29,4263.555,1463.9374,28,MULTISPECIES: RNA chaperone Hfq [Serratia],13
896,29,8485.756,2082.172422222222,28,MULTISPECIES: NADH-quinone oxidoreductase subunit NuoF [Serratia],9
915,28,9852.15,2846.902,28,tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB [Vibrio furnissii],15
916,28,1551.702,1423.0407,27,MULTISPECIES: Si-specific NAD(P)(+) transhydrogenase [Serratia],5
917,28,980.8116,915.9881333333333,28,MULTISPECIES: YgiQ family radical SAM protein [Acinetobacter],6
918,28,907.7149,856.6539333333334,25,MULTISPECIES: 50S ribosomal protein L31 [Serratia],9
919,28,38833.58,16868.158600000002,29,MULTISPECIES: dihydroorotase [Proteobacteria],5
920,28,38833.58,4794.841780000001,29,cytochrome d ubiquinol oxidase subunit II [Vibrio cholerae],10
921,28,3428.529,1867.4088833333333,28,MULTISPECIES: molybdenum cofactor biosynthesis protein B [Vibrio],6
922,28,13713.99,5103.251133333333,27,MULTISPECIES: carboxy-S-adenosyl-L-methionine synthase CmoA [Kosakonia],3
923,28,8922.646,2448.8243333333335,29,extracellular solute-binding protein [Vibrio cholerae],6
924,28,1228.72,842.6031,29,phosphoenolpyruvate--protein phosphotransferase [Vibrio furnissii],13
925,28,1323.054,910.2398222222223,28,MFS transporter [Acinetobacter bouvetii],9
926,28,46858.52,9834.043300000001,28,cyclic pyranopterin monophosphate synthase MoaC [Vibrio cholerae],17
927,28,883.5764,808.76135,27,MULTISPECIES: ADP-ribose diphosphatase [Serratia],4
928,28,2091.083,1056.4555428571427,29,MULTISPECIES: phosphotyrosine protein phosphatase [Vibrio],7
929,28,3428.529,3428.529,26,MULTISPECIES: small-conductance mechanosensitive channel MscS [Kosakonia],1
930,28,16770.32,3115.6459375000004,29,YaeQ family protein [Vibrio furnissii],8
931,28,1817.704,1219.91974,28,MULTISPECIES: alanine:cation symporter family protein [Acinetobacter],5
932,28,1430.8,1283.4759,27,MULTISPECIES: glutaminase B [Serratia],6
933,28,1515.735,1023.0294333333333,28,MULTISPECIES: cysteine synthase A [Serratia],3
934,28,783.823,775.2230999999999,28,MULTISPECIES: elongation factor P hydroxylase [Kosakonia],2
935,28,29467.88,4490.98106,29,MULTISPECIES: Dyp-type peroxidase [Vibrio],10
