# Species	Genes	Alg.-Conn.	GCF_000009365.1_ASM936v1_protein.faa	GCF_000012305.1_ASM1230v1_protein.faa	GCF_000299335.2_ASM29933v2_protein.faa	GCF_000300005.1_ASM30000v1_protein.faa	GCF_001298525.1_ASM129852v1_protein.faa	GCF_001606025.1_ASM160602v1_protein.faa	GCF_001642805.2_ASM164280v2_protein.faa	GCF_001658025.2_ASM165802v2_protein.faa	GCF_001683395.1_ASM168339v1_protein.faa	GCF_001753085.1_ASM175308v1_protein.faa	GCF_001995825.2_ASM199582v2_protein.faa	GCF_002196515.1_ASM219651v1_protein.faa	GCF_002208765.2_ASM220876v2_protein.faa	GCF_002215585.1_ASM221558v1_protein.faa	GCF_002240035.1_ASM224003v1_protein.faa	GCF_002327105.1_ASM232710v1_protein.faa	GCF_003957745.1_ASM395774v1_protein.faa	GCF_004089895.1_ASM408989v1_protein.faa	GCF_004571195.1_ASM457119v1_protein.faa	GCF_004768745.1_ASM476874v1_protein.faa	GCF_006364355.1_ASM636435v1_protein.faa	GCF_007361795.1_ASM736179v1_protein.faa	GCF_007795095.1_ASM779509v1_protein.faa	GCF_008330085.1_ASM833008v1_protein.faa	GCF_008369605.1_ASM836960v1_protein.faa	GCF_009914475.1_ASM991447v1_protein.faa	GCF_010587385.1_ASM1058738v1_protein.faa	GCF_010918895.1_ASM1091889v1_protein.faa	GCF_011764505.1_ASM1176450v1_protein.faa	GCF_015167415.1_ASM1516741v1_protein.faa	GCF_016026735.1_ASM1602673v1_protein.faa	GCF_016127195.1_ASM1612719v1_protein.faa	GCF_016834455.1_ASM1683445v1_protein.faa	GCF_017309605.1_ASM1730960v1_protein.faa	GCF_017310215.1_ASM1731021v1_protein.faa	GCF_017354925.1_ASM1735492v1_protein.faa	GCF_018139125.1_ASM1813912v1_protein.faa	GCF_018324105.1_ASM1832410v1_protein.faa	GCF_019343495.1_ASM1934349v1_protein.faa	GCF_019670705.1_ASM1967070v1_protein.faa	GCF_020149575.1_ASM2014957v1_protein.faa	GCF_020405345.1_ASM2040534v1_protein.faa	GCF_900187015.1_50465_F01_protein.faa	GCF_900637545.1_51438_G01_protein.faa	GCF_904848165.1_ASM90484816v1_protein.faa
45	72	0.214	WP_008930504.1,WP_011588406.1	WP_011281297.1	WP_008732971.1	WP_014996495.1	WP_062534155.1	WP_010197981.1	WP_004940327.1,WP_004847623.1	WP_002891893.1,WP_002438074.1	WP_002891893.1,WP_002438074.1	WP_011213200.1	WP_004738609.1,WP_017056636.1	WP_021020598.1,WP_088133439.1	WP_011514651.1	WP_033537934.1,WP_033539833.1	WP_094090327.1	WP_096008039.1,WP_096296768.1	WP_126166064.1,WP_126165812.1	WP_023478250.1,WP_023481188.1	WP_028385984.1	WP_004940327.1,WP_004847623.1	WP_038150877.1,WP_004729026.1	WP_058500529.1	WP_132998728.1	WP_002891893.1,WP_002438074.1	WP_000767166.1,WP_000717795.1	WP_004650081.1	WP_164649095.1,WP_164648875.1	WP_004281042.1	WP_173237937.1	WP_002891893.1,WP_002438074.1	WP_004847623.1,WP_004949337.1	WP_033114048.1,WP_005308848.1	WP_011759051.1,WP_011758768.1	WP_004940327.1,WP_004847623.1	WP_011704615.1,WP_005308848.1	WP_207322210.1,WP_207320781.1	WP_004281042.1	WP_004650081.1	WP_004281042.1	WP_100142136.1,WP_221049609.1	WP_005904813.1,WP_005895417.1	WP_005308655.1,WP_005308848.1	WP_004847623.1,WP_004949337.1	WP_011704615.1,WP_005308848.1	WP_131669382.1
11	15	0.142	*	*	WP_008738071.1	WP_148279308.1	*	*	WP_019452916.1,WP_019453182.1	WP_064562684.1	*	*	*	*	*	*	*	*	*	*	*	WP_033632773.1,WP_004936848.1	*	*	*	WP_007369475.1	*	WP_075167599.1	*	*	*	*	WP_054306319.1,WP_054306776.1	*	*	WP_025303230.1,WP_033651231.1	*	*	WP_004932417.1	*	*	*	*	*	WP_061794659.1	*	*
11	15	0.11	*	*	WP_008734689.1	*	*	*	*	*	*	*	*	*	*	WP_198387137.1	*	*	WP_126166071.1,WP_126168582.1	*	*	*	*	*	*	*	*	*	WP_164647192.1	*	*	*	*	WP_042029518.1,WP_042030372.1	WP_239002136.1	*	WP_206818976.1,WP_206819104.1	WP_207324921.1	*	*	*	*	WP_224431524.1	WP_201881053.1,WP_043171442.1	*	WP_042654414.1	*
11	15	0.101	*	*	*	*	*	*	*	WP_007370516.1,WP_064564567.1	WP_017459276.1,WP_065370371.1	*	*	WP_021019737.1	*	*	*	*	*	WP_054804325.1	*	*	WP_004726125.1	*	*	WP_007370516.1,WP_079517559.1	*	*	*	*	*	WP_193821054.1,WP_193820880.1	*	WP_042029431.1	*	*	WP_206817793.1	*	*	*	*	*	*	WP_226013893.1	*	WP_042653518.1	*
11	14	0.42	WP_011587486.1,WP_011589197.1	*	WP_008737095.1	WP_026949626.1,WP_041716892.1	WP_062536510.1	WP_062846016.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_016658706.1	*	WP_004814214.1	*	*	*	*	*	*	*	*	WP_004933779.1	WP_005012149.1,WP_005009228.1	WP_219307687.1	*	*	*	*	*	WP_201498595.1
11	14	0.166	*	*	*	*	*	*	*	*	*	*	WP_077681730.1	*	*	*	*	*	WP_126166122.1	*	*	*	WP_038152177.1	*	*	*	WP_001277448.1	*	*	*	*	*	*	WP_042029990.1	WP_203326325.1	*	WP_206818506.1,WP_206818025.1	*	*	*	*	WP_221050700.1	WP_224432420.1	WP_017781940.1,WP_226013928.1	*	WP_042652469.1,WP_042652624.1	*
11	14	0.166	WP_011587578.1,WP_011587487.1	*	WP_008737097.1,WP_008733006.1	WP_014992947.1,WP_014994398.1	*	WP_062845602.1	*	*	*	*	*	*	WP_011514599.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_104470060.1	*	WP_163164834.1	*	*	*	*	*	*	*	*	WP_025095662.1	WP_005012952.1	WP_219307371.1	*	*	*	*	*	WP_201498530.1
11	14	0.154	*	*	*	*	*	*	*	*	WP_025263778.1	*	WP_077680928.1	*	*	*	*	*	*	*	*	*	WP_172475431.1	*	*	*	WP_114721118.1	*	*	*	*	WP_097401899.1	*	WP_005354833.1,WP_042031697.1	*	*	WP_206819328.1,WP_206819437.1	*	*	*	*	WP_221049601.1	WP_224431294.1	WP_201881796.1,WP_201882828.1	*	WP_042652149.1	*
11	14	0.13	WP_011587420.1	*	WP_008738933.1,WP_008734304.1,WP_008734344.1	WP_014996703.1,WP_014992473.1	*	*	*	*	*	WP_027223809.1	*	*	*	*	WP_094089747.1	*	*	*	*	*	*	*	*	*	*	WP_016658190.1	WP_164648020.1	WP_163165894.1	*	*	*	*	*	*	*	*	WP_212515491.1	WP_005009551.1	WP_219309278.1	*	*	*	*	*	*
11	14	0.11	*	*	*	WP_014996698.1	*	*	WP_063918529.1	WP_064568016.1,WP_064564127.1	WP_065370552.1	*	*	WP_072961001.1	*	*	*	*	*	WP_023478552.1	*	WP_033632776.1	*	*	*	WP_090397353.1,WP_149288405.1	*	*	*	*	*	WP_193820740.1	*	*	*	WP_046687287.1	*	*	*	*	*	*	*	*	WP_061794651.1,WP_061795381.1	*	*
11	13	0.346	*	*	*	*	*	*	WP_019453858.1,WP_063919656.1	WP_064564611.1	WP_065370399.1	*	*	*	*	*	*	*	*	WP_034812345.1	*	WP_033632425.1	*	*	WP_246120895.1	WP_007370895.1	*	*	*	*	*	WP_193820864.1	WP_054307296.1	*	*	WP_033652564.1,WP_033643732.1	*	*	*	*	*	*	*	*	WP_095098627.1	*	*
11	13	0.318	WP_011588183.1	WP_011279552.1	WP_008738604.1	*	*	*	*	*	*	*	*	*	WP_228707433.1	*	WP_232505619.1	*	*	*	WP_028385585.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_042032457.1	*	*	WP_206819217.1	*	*	*	*	*	WP_224431857.1	WP_010635335.1,WP_226014160.1	*	*	WP_201497838.1,WP_201498342.1
11	13	0.205	*	*	*	*	*	*	*	*	*	WP_010947432.1	*	*	*	*	WP_094091067.1	*	*	*	WP_065230361.1	*	WP_004726378.1	WP_143867855.1	*	*	*	*	*	*	WP_173237037.1	*	*	WP_198493512.1,WP_042029784.1	*	*	WP_206819660.1	*	*	*	*	*	WP_224432545.1	WP_226014381.1,WP_226014074.1	*	WP_042651317.1	*
11	13	0.192	*	*	*	WP_014993149.1	*	*	WP_063918724.1	*	*	*	*	*	*	WP_088905148.1,WP_033538652.1	*	*	*	*	*	WP_135638652.1	*	*	*	*	*	*	*	*	*	*	*	WP_042033491.1	*	WP_047573624.1	WP_206820011.1	*	*	*	*	WP_221051159.1,WP_221050971.1	WP_224432616.1	WP_017765593.1	*	WP_042654571.1	*
11	13	0.163	*	*	*	*	*	*	WP_063919282.1	WP_017460048.1,WP_064563588.1	WP_065370041.1	*	*	*	*	*	*	*	*	WP_128482820.1,WP_023480794.1	*	WP_048323090.1	*	*	*	WP_007370113.1	*	*	WP_164648144.1	*	*	WP_193821190.1	WP_054306401.1	*	*	WP_101453086.1	*	*	*	*	*	*	*	*	WP_095097179.1	*	*
11	13	0.158	*	*	*	*	*	*	WP_063919401.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_135638166.1	WP_004729473.1	*	*	*	WP_000555325.1,WP_000082298.1	*	*	*	*	*	WP_054305618.1	WP_042029753.1	*	WP_033642987.1	WP_206818594.1	*	*	*	*	*	WP_224431083.1	WP_226014073.1	WP_095097598.1,WP_061795628.1	*	*
11	13	0.153	*	*	*	*	*	*	*	*	*	*	WP_017057564.1,WP_077680333.1	WP_088133163.1	WP_011512946.1	WP_088903619.1	*	*	WP_126167521.1,WP_126168439.1	*	*	*	WP_004725621.1	*	*	*	WP_000023794.1	*	WP_164648292.1	*	*	*	*	*	WP_203325152.1	*	*	WP_207321124.1	*	*	*	WP_221049953.1	*	*	*	*	*
11	13	0.145	*	*	*	*	WP_062533761.1	WP_062844927.1,WP_062845370.1	*	*	WP_065369838.1	WP_016356999.1	*	*	*	*	WP_094090555.1	WP_096298830.1	*	WP_124970697.1	*	*	*	WP_143869454.1	WP_168198966.1	*	*	*	*	*	*	WP_193822622.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_201497395.1,WP_201497345.1
11	13	0.127	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_094092194.1	WP_096299238.1,WP_096297470.1	*	*	WP_051550808.1	*	*	WP_143865303.1	WP_246120919.1,WP_144889735.1	*	*	*	*	*	WP_173236324.1	*	*	WP_042032212.1	*	*	WP_206819224.1	*	*	*	*	*	WP_224431859.1	WP_019841017.1	*	WP_042651915.1	*
11	13	0.126	*	*	*	*	*	*	*	WP_235319108.1	WP_083126978.1,WP_074460813.1	*	*	*	*	*	*	*	*	WP_232045289.1	*	WP_135638035.1	*	*	*	WP_244970375.1	*	*	*	*	*	WP_228007869.1,WP_228007865.1	WP_232238959.1	WP_232625593.1	*	*	*	*	*	*	*	*	WP_224432947.1	WP_226014532.1	*	WP_232018873.1	*
11	13	0.124	*	*	*	*	*	WP_084387277.1	*	*	*	*	WP_046223536.1	WP_088134091.1	*	WP_033539870.1	*	*	WP_126168070.1	*	*	*	WP_004728628.1,WP_004726877.1	*	*	*	WP_172625945.1	*	WP_164647238.1,WP_164650957.1	*	*	*	*	*	WP_203324826.1	*	*	WP_207321977.1	*	*	*	WP_221049740.1	*	*	*	*	*
11	13	0.124	*	WP_011279498.1	*	*	WP_062534716.1,WP_062534714.1	WP_062843652.1,WP_062843651.1	*	*	*	*	*	*	WP_011512580.1	*	*	WP_096297034.1	*	*	*	*	*	*	WP_144890512.1	*	*	WP_005178694.1	*	WP_004815728.1	*	*	*	*	*	*	*	*	WP_004947957.1	*	WP_044108878.1	*	*	*	*	*	WP_201498072.1
11	12	0.71	*	*	*	*	*	*	*	*	*	*	WP_046222750.1	*	*	WP_088904110.1	*	*	WP_126166111.1	*	*	*	WP_038151028.1	*	*	*	WP_149560284.1	*	WP_164649711.1	*	*	*	*	WP_042032175.1	WP_203326314.1	*	*	*	*	*	*	WP_100144281.1	WP_224432952.1	WP_016351422.1,WP_095592158.1	*	*	*
11	12	0.653	*	*	*	*	*	*	WP_019453188.1	WP_064568780.1	WP_065369873.1	*	*	*	*	*	*	WP_096298030.1,WP_096296583.1	*	WP_023478511.1	*	WP_004936822.1	*	*	*	WP_007372474.1	*	*	*	*	*	WP_065369873.1	WP_054305556.1	*	*	WP_004936822.1	*	*	*	*	*	*	*	*	WP_061799152.1	*	*
11	12	0.589	*	WP_011280710.1	*	*	WP_062533491.1	WP_062844203.1	WP_063919494.1	WP_064567573.1	*	*	*	*	WP_011513928.1	*	*	*	*	WP_128483288.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_054306348.1	*	*	WP_160204721.1	*	*	*	*	*	*	*	*	WP_167387252.1,WP_061797329.1	*	WP_201498110.1
11	12	0.506	*	*	*	*	*	*	WP_063919599.1	WP_064567029.1	WP_065368674.1	*	*	*	*	*	*	*	*	WP_076769745.1	WP_162261976.1	WP_033633378.1	*	WP_143867065.1,WP_143869569.1	*	WP_149288889.1	*	*	*	*	*	WP_176519660.1	*	*	*	WP_033644249.1	*	*	*	*	*	*	*	*	WP_061798292.1	*	*
11	12	0.455	*	*	*	*	*	WP_062844782.1	WP_063918581.1	*	*	*	*	*	WP_011513601.1	*	*	*	*	*	*	WP_021505768.1	*	*	*	*	*	WP_160241302.1	*	WP_163165979.1,WP_163167261.1	*	*	WP_054306037.1	*	*	*	*	*	WP_004936949.1	WP_005009835.1	WP_005246248.1	*	*	*	WP_061797340.1	*	*
11	12	0.399	*	*	*	*	*	WP_062845122.1,WP_062845129.1	WP_063919172.1	*	*	*	*	*	*	WP_088904391.1	*	*	WP_126166685.1	*	*	WP_060559178.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_203326796.1	WP_047571998.1	*	WP_207324110.1	WP_212515750.1	*	WP_219309956.1	*	*	*	WP_095096922.1	*	*
11	12	0.373	*	*	*	*	*	*	*	*	*	*	WP_029627309.1	*	*	WP_232479547.1	*	*	WP_126166112.1	*	*	*	WP_232281745.1	*	*	*	WP_046126078.1	*	WP_164650737.1	*	*	*	*	WP_042032173.1	WP_239002080.1	*	*	*	*	*	*	WP_221049614.1	WP_224432297.1	WP_043119178.1,WP_216988652.1	*	*	*
11	12	0.337	*	*	*	*	*	WP_062844781.1	WP_063918580.1	*	*	*	*	*	WP_011513602.1	*	*	*	*	*	*	WP_015378320.1	*	*	*	*	*	WP_005178078.1	*	WP_004809440.1,WP_163167259.1	*	*	WP_015672922.1	*	*	*	*	*	WP_004925455.1	WP_005009837.1	WP_004647036.1	*	*	*	WP_061797338.1	*	*
11	12	0.292	*	*	WP_008736885.1	*	*	*	WP_025160225.1	*	*	WP_010947777.1,WP_010947776.1	*	*	*	WP_088905361.1	*	*	WP_126165819.1	*	*	WP_033633586.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_203326032.1	WP_089195510.1	*	WP_207324588.1	*	*	*	WP_221049671.1	*	*	WP_061796892.1	*	*
11	12	0.291	*	*	*	*	*	*	WP_019455463.1	WP_043955973.1	WP_065369739.1	*	*	*	*	*	*	*	*	WP_128483948.1	*	WP_004933751.1	*	*	*	WP_007369350.1	*	*	WP_164650632.1,WP_164650631.1	*	*	WP_193821492.1	WP_054306050.1	*	*	WP_033652336.1	*	*	*	*	*	*	*	*	WP_061800241.1	*	*
11	12	0.277	WP_011589950.1	*	WP_041026033.1	WP_014996673.1	*	*	*	*	*	*	*	WP_021020255.1	*	*	*	*	*	*	*	*	*	*	WP_144891657.1	*	*	WP_016659186.1	WP_164647439.1	*	*	*	*	*	*	*	*	*	WP_004937178.1	WP_005012530.1,WP_005011046.1	WP_004781073.1	*	*	*	*	*	WP_227676304.1
11	12	0.27	*	*	*	*	*	*	WP_063917974.1	WP_064568517.1	WP_017457811.1	*	*	*	WP_041753794.1	*	*	*	*	*	*	WP_004931651.1	*	*	*	WP_149289188.1	*	*	*	WP_004728120.1,WP_120403538.1	*	*	*	*	*	WP_016929995.1	*	*	*	*	WP_004728120.1	*	*	*	WP_095099118.1	*	WP_227676303.1
11	12	0.269	*	*	*	WP_014996231.1	WP_062535411.1	*	WP_063918865.1	*	*	*	WP_017054907.1	*	WP_011514240.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_016658722.1	*	WP_004813822.1	*	*	*	*	*	WP_047025736.1	*	*	WP_004933816.1	*	WP_004646920.1,WP_000250866.1	*	*	*	*	*	WP_201499071.1
11	12	0.259	WP_011589989.1	*	*	*	WP_062533703.1	*	*	*	*	*	WP_048614367.1	*	WP_011513326.1,WP_011513225.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_160241124.1	WP_164648950.1	WP_163167736.1	*	*	*	*	*	*	*	*	WP_212515426.1	*	WP_005090807.1	WP_221049878.1	*	*	*	*	WP_227676540.1
11	12	0.241	*	*	*	*	*	*	*	WP_064568519.1,WP_064567176.1	WP_065369362.1	*	*	*	WP_011513167.1	*	*	*	*	WP_128483695.1	*	*	*	*	*	WP_007373007.1	*	*	*	WP_163164584.1	*	WP_193821736.1	*	*	*	*	*	*	WP_004945998.1	*	WP_219307662.1	WP_221050765.1	*	*	*	*	WP_201498634.1
11	12	0.236	*	*	*	*	WP_062533429.1	WP_084387315.1	*	*	*	*	*	*	*	*	WP_094090654.1	WP_245815713.1	*	*	*	*	*	*	*	*	*	WP_160241192.1	*	WP_163166464.1	WP_173238306.1	*	WP_054304798.1	*	*	*	*	*	WP_212515332.1,WP_151815000.1	WP_005010511.1	WP_219309609.1	*	*	*	*	*	*
11	12	0.218	WP_011589987.1	*	*	*	WP_227514283.1	*	*	*	*	*	WP_077680727.1	*	WP_011513325.1,WP_011513226.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_160241125.1	WP_164648948.1	WP_163165957.1	*	*	*	*	*	*	*	*	WP_212515427.1	*	WP_004778087.1	WP_221051233.1	*	*	*	*	WP_227676542.1
11	12	0.196	*	*	*	WP_014995167.1	*	*	*	WP_064566574.1	WP_065368556.1	*	*	*	*	*	*	*	*	*	*	*	WP_004725113.1	*	*	WP_007374958.1	*	*	WP_164648074.1,WP_239502641.1	*	*	WP_193822529.1	*	WP_042030102.1	*	*	*	*	*	*	*	WP_221051098.1	WP_042041875.1	*	*	WP_042653259.1	*
11	12	0.187	*	*	*	*	*	*	*	*	*	*	*	WP_088135068.1	*	*	*	*	WP_126167199.1,WP_126167784.1	*	*	*	WP_004727185.1	*	*	*	WP_000084793.1	WP_160241154.1	*	*	*	*	*	WP_041210855.1	*	*	WP_045790047.1	*	*	*	*	WP_221049758.1	WP_042043854.1	WP_226014439.1	*	WP_042653495.1	*
11	12	0.181	*	*	*	*	*	*	*	*	*	*	WP_017057545.1	WP_021020366.1	*	WP_088903489.1,WP_088904387.1	*	*	WP_126166680.1	*	*	*	WP_004725697.1	*	*	*	WP_162808153.1	*	WP_164648513.1	*	*	*	WP_054307155.1	*	WP_203326791.1	*	*	WP_207324113.1	*	*	*	WP_221050961.1	*	*	*	*	*
11	12	0.173	WP_198407802.1	*	*	*	WP_062533699.1	*	*	*	*	*	WP_077680732.1	*	WP_041753046.1,WP_011513221.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_160241120.1	WP_239502632.1	WP_163165960.1	*	*	*	*	*	*	*	*	WP_151794730.1	*	WP_004778080.1	WP_245003105.1	*	*	*	*	WP_201499063.1
11	12	0.158	*	*	*	*	*	*	WP_063918754.1	WP_064563746.1	WP_020455178.1	*	*	WP_088134748.1	*	*	*	*	*	WP_076769192.1	*	WP_049241560.1	WP_038151954.1	*	*	WP_007370191.1	*	*	*	*	*	WP_086873485.1	*	*	*	WP_089192639.1	*	*	*	*	*	*	*	*	WP_061795384.1,WP_061798893.1	*	*
11	12	0.154	*	*	*	*	*	*	WP_063918430.1	WP_064568584.1	WP_065370631.1	*	*	*	*	*	*	*	*	WP_241658757.1	*	WP_064581120.1	*	*	*	WP_187775371.1	*	*	*	*	*	WP_193822215.1	WP_054307277.1,WP_054305994.1	*	*	WP_230358696.1	*	*	WP_228301576.1	*	*	*	*	*	*	*	WP_201498931.1
11	12	0.138	*	*	*	*	*	*	*	*	*	*	WP_077680395.1,WP_017056505.1	*	*	WP_088904410.1	*	*	WP_126167382.1	*	*	*	WP_086027297.1	*	*	*	WP_001888250.1	*	WP_164648520.1	*	*	*	*	WP_042030821.1	WP_203326816.1	*	WP_049047749.1	*	*	*	*	*	*	WP_201885110.1	*	WP_042654322.1	*
11	12	0.136	*	*	*	*	*	*	*	*	*	WP_010946402.1,WP_010947818.1	WP_077681014.1	WP_021020542.1	*	*	*	*	*	*	*	*	WP_232281755.1	WP_135060333.1	*	*	*	*	WP_164647048.1	*	*	*	WP_054305830.1	*	*	*	WP_206818493.1	*	*	*	*	*	WP_224432431.1	WP_139398983.1	*	WP_042653899.1	*
11	12	0.132	WP_011588871.1	*	WP_008736928.1	WP_014995285.1,WP_014993737.1	*	*	*	*	*	*	*	*	*	WP_088905265.1	*	*	WP_126167970.1	*	*	*	*	*	*	*	*	*	*	WP_163167500.1	*	*	*	*	WP_203324736.1	*	*	WP_207324467.1	WP_119689612.1	WP_005006832.1	*	WP_221049657.1	*	*	*	*	*
11	12	0.129	*	*	*	*	*	*	*	WP_043952596.1	*	*	*	*	*	*	*	*	*	*	WP_051550835.1	*	WP_004725107.1,WP_004726335.1	WP_143868445.1	*	WP_007370672.1	*	*	WP_164649459.1	*	*	WP_193820974.1	*	WP_042030104.1	*	*	*	*	*	*	*	WP_221050186.1	WP_042041879.1	*	*	WP_042653262.1	*
11	12	0.115	*	*	*	*	*	*	*	WP_064567402.1	*	*	*	WP_088133596.1	*	*	*	*	*	*	*	*	*	WP_143867289.1	*	WP_149288931.1	*	WP_160240843.1	*	WP_163167581.1	*	*	WP_054307849.1	*	*	*	*	*	WP_004944763.1	WP_005009982.1	WP_219309033.1,WP_219309446.1	*	*	*	WP_095097396.1	*	*
11	12	0.112	*	*	*	WP_041717307.1	*	*	WP_019454765.1	WP_064568586.1	WP_017459676.1	*	*	*	*	*	*	*	*	*	*	WP_033633310.1	WP_232281724.1	*	*	WP_051644045.1,WP_107146954.1	*	*	*	*	*	WP_097401907.1	WP_054304989.1	*	*	WP_015377562.1	*	*	*	*	*	*	WP_224430496.1	*	*	*	*
11	12	0.11	*	*	WP_041025963.1,WP_041026008.1	*	WP_062536181.1	*	*	*	*	WP_010948381.1	*	*	*	*	WP_232505551.1	*	*	*	*	*	WP_004726045.1	WP_244946936.1	*	*	*	WP_005181971.1	*	WP_004813375.1	WP_173238014.1	*	*	*	*	*	*	*	*	WP_005009928.1	WP_153566993.1	*	*	*	*	*	*
11	12	0.103	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_088903924.1	*	WP_096297893.1	WP_126168034.1	*	*	*	*	*	WP_144892619.1,WP_144889910.1	*	*	WP_005178628.1	*	WP_076753723.1	WP_173237852.1	*	*	*	WP_203324794.1	*	*	WP_207320614.1	WP_004936545.1	*	WP_004278834.1	*	*	*	*	*	*
11	11	0.928	*	*	*	*	*	*	WP_063919115.1	WP_043954071.1	WP_065368900.1	*	*	*	*	*	*	*	*	WP_128483282.1	*	WP_033633465.1	*	*	*	WP_007374109.1	*	*	*	*	*	WP_193822171.1	WP_054306737.1	*	*	WP_046686762.1	*	*	WP_212515253.1	*	*	*	*	*	WP_095096749.1	*	*
11	11	0.894	*	*	*	*	*	*	*	*	*	WP_015444009.1	*	*	*	WP_088905332.1	WP_094090090.1	WP_096297929.1	WP_126167981.1	*	WP_238582779.1	*	*	WP_143869400.1	WP_144889883.1	*	*	*	*	*	WP_173236237.1	*	*	*	WP_203324747.1	*	*	WP_207325493.1	*	*	*	*	*	*	*	*	*
11	11	0.889	*	*	*	*	*	*	*	*	*	*	WP_046224286.1	*	*	WP_088905738.1	*	*	WP_126168989.1	*	*	*	WP_004725898.1	*	*	*	WP_000061034.1	*	WP_164650719.1	*	*	*	*	WP_104014170.1	WP_203325634.1	*	WP_206820018.1	*	*	*	*	WP_221050165.1	*	WP_226014052.1	*	*	*
11	11	0.885	*	*	*	*	*	*	*	*	*	*	WP_077680406.1	*	*	WP_088905832.1	*	*	WP_126168816.1	*	*	*	WP_004725912.1	*	*	*	WP_001118355.1	*	WP_164650567.1	*	*	*	*	WP_198493478.1	WP_203325494.1	*	WP_206818479.1	*	*	*	*	WP_100143260.1	*	WP_117402707.1	*	*	*
11	11	0.87	*	*	*	*	*	*	*	*	*	*	WP_046224287.1	*	*	WP_088905737.1	*	*	WP_126168990.1	*	*	*	WP_004725900.1	*	*	*	WP_069503024.1	*	WP_164650718.1	*	*	*	*	WP_042029382.1	WP_203325635.1	*	WP_206818483.1	*	*	*	*	WP_100144482.1	*	WP_005303216.1	*	*	*
11	11	0.864	*	*	*	*	*	*	*	WP_064564148.1	WP_017459277.1	*	*	WP_021019738.1	*	*	*	*	*	WP_076769120.1	*	*	WP_004726124.1	*	*	WP_007370517.1	*	*	*	*	*	WP_017459277.1	*	WP_042029432.1	*	*	WP_060389156.1	*	*	*	*	*	*	WP_226013894.1	*	WP_033130239.1	*
11	11	0.863	*	*	*	*	*	*	WP_063919890.1	WP_064567669.1	WP_065368941.1	*	*	WP_088133684.1	*	*	*	*	*	WP_128483328.1	*	WP_060560060.1	*	*	*	WP_149288980.1	*	*	*	*	*	WP_193822139.1	WP_054306412.1	*	*	WP_160204491.1	*	*	*	*	*	*	*	*	WP_061796500.1	*	*
11	11	0.863	WP_041704929.1	*	*	WP_014994956.1	*	*	*	*	*	*	WP_077680590.1	WP_088132848.1	*	WP_088904365.1	*	*	WP_126166646.1	*	*	*	WP_004725541.1	*	*	*	*	*	WP_164648472.1	*	*	*	*	*	WP_203326762.1	*	*	WP_207324139.1	*	*	*	WP_221050897.1	*	*	*	*	*
11	11	0.858	*	*	*	*	*	*	WP_015379247.1	*	*	*	WP_077681175.1	*	*	*	*	*	*	*	*	WP_085337209.1	WP_038152249.1	*	*	*	*	*	*	*	*	*	*	WP_042030186.1	*	WP_033651199.1	WP_206818923.1	*	*	*	*	*	WP_224431435.1	WP_005306164.1	WP_095099522.1	WP_042653411.1	*
11	11	0.843	*	*	*	*	*	*	WP_063919560.1	WP_064566111.1	WP_017457217.1	*	WP_077681785.1	*	*	*	*	*	*	WP_128482880.1	*	WP_004930517.1	*	*	*	WP_007371967.1	*	*	*	*	*	WP_193820481.1	WP_054305013.1	*	*	WP_033643228.1	*	*	*	*	*	*	*	*	WP_061795146.1	*	*
11	11	0.84	*	WP_011279961.1	*	*	WP_062533427.1	WP_062844061.1	*	*	*	*	*	*	WP_011512994.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_034597805.1	WP_204274550.1	WP_005221773.1	*	*	*	*	*	*	*	*	WP_039909918.1	WP_005010308.1	WP_004279857.1	*	*	*	*	*	WP_201497319.1
11	11	0.83	*	WP_011280683.1	WP_008735922.1	*	WP_062533472.1	WP_062844225.1	*	*	*	*	*	*	WP_020443718.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_005182039.1	*	WP_004813333.1	*	*	*	*	*	*	*	*	WP_004932688.1	WP_005007215.1	WP_004278498.1	*	*	*	*	*	WP_201497441.1
11	11	0.825	*	*	*	*	*	*	WP_063919191.1	WP_064567260.1	WP_065368758.1	*	*	*	*	*	*	*	*	WP_128483204.1	*	WP_033633360.1	WP_232281716.1	*	*	WP_071920625.1	*	*	*	*	*	WP_193822309.1	WP_054305529.1	*	*	WP_129993387.1	*	*	*	*	*	*	*	*	WP_095096966.1	*	*
